,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
36707,12995,2012,chevrolet,silv,good,148000.0,8 cylinders,gas,clean,automatic,4wd,pickup,silver,ny
32013,10000,2011,mercedes-benz,benz,excellent,102500.0,6 cylinders,gas,clean,automatic,rwd,SUV,red,nv
13114,8995,2001,bmw,330c,excellent,115613.0,6 cylinders,gas,clean,automatic,rwd,convertible,black,fl
29360,6999,2010,ford,expl,excellent,164138.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,mt
21687,21570,2015,mercedes-benz,ccla,good,63901.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,ky
31754,15900,2012,ford,f150,excellent,114000.0,8 cylinders,gas,clean,automatic,4wd,truck,brown,nc
52381,6500,1999,jeep,cher,good,153275.0,6 cylinders,gas,clean,automatic,fwd,SUV,red,va
33242,5800,2007,infiniti,fx35,fair,154000.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,nj
26466,7495,2009,toyota,matr,excellent,141426.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,mi
20261,7000,2002,chevrolet,silv,good,160000.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,ia
9024,8400,2012,subaru,fore,excellent,137456.0,4 cylinders,gas,clean,manual,4wd,SUV,silver,co
45854,22500,2013,volvo,xc70,excellent,55300.0,6 cylinders,gas,clean,automatic,fwd,SUV,red,sc
38702,8900,2014,ford,fusi,excellent,106037.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,oh
13816,7000,2001,gmc,sier,excellent,201000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,fl
12340,18500,2015,ford,expl,excellent,98792.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,fl
53031,8000,2012,honda,acco,excellent,180000.0,6 cylinders,gas,clean,automatic,fwd,coupe,red,wa
49305,5800,2006,nissan,arma,excellent,189000.0,8 cylinders,gas,clean,automatic,rwd,truck,grey,tx
16039,6000,2005,toyota,sequ,good,198455.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,id
34804,8495,2010,acura,tsx,excellent,145334.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ny
47107,12000,2004,lexus,gx47,excellent,191503.0,8 cylinders,gas,clean,automatic,4wd,SUV,blue,tn
38845,6000,1999,ford,f350,good,161000.0,8 cylinders,diesel,clean,manual,rwd,truck,white,oh
31304,17500,2009,pontiac,g8gt,excellent,150000.0,8 cylinders,gas,clean,automatic,rwd,sedan,silver,nc
18046,5900,2006,toyota,tund,good,11824.0,8 cylinders,gas,rebuilt,automatic,rwd,truck,silver,in
40330,13588,2011,gmc,sier,good,175690.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,oh
30602,6000,2004,chevrolet,subu,excellent,175435.0,8 cylinders,gas,clean,automatic,fwd,SUV,custom,nc
29407,6995,2010,honda,odys,like new,212704.0,6 cylinders,gas,clean,automatic,fwd,van,brown,mt
4729,7900,2008,bmw,128i,excellent,118000.0,6 cylinders,gas,clean,automatic,rwd,convertible,black,ca
4060,13900,2014,kia,sore,excellent,80465.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,ca
24985,6500,1998,chevrolet,taho,good,242500.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,ma
38880,9100,2014,chevrolet,cruz,excellent,96233.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,oh
24640,21000,2012,ford,tran,like new,38310.0,4 cylinders,gas,clean,automatic,fwd,van,white,ma
40559,5975,2006,chevrolet,g20v,fair,202000.0,8 cylinders,gas,clean,automatic,rwd,van,white,oh
35379,14300,2012,jeep,gran,excellent,66000.0,6 cylinders,gas,clean,automatic,4wd,SUV,green,ny
27053,11750,2015,chevrolet,mali,excellent,45014.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,mi
39446,21950,2017,chevrolet,silv,good,175124.0,8 cylinders,gas,clean,automatic,4wd,truck,white,oh
35747,11800,2009,ford,f150,good,45000.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ny
27600,11988,2015,volkswagen,jett,excellent,47000.0,4 cylinders,gas,clean,manual,fwd,sedan,red,mn
54888,15900,2015,audi,a4,good,96153.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,wi
25272,9495,2015,chevrolet,cruz,excellent,70864.0,4 cylinders,gas,clean,manual,fwd,sedan,silver,mi
4219,12900,2014,ford,fusi,excellent,90480.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ca
25430,12800,2020,chevrolet,mali,excellent,19600.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,black,mi
22589,8950,2010,acura,tsx,excellent,74000.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,la
47812,7900,2011,gmc,acad,like new,160000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,tn
2081,5900,2005,gmc,sier,good,450000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ar
3272,22990,2014,lexus,gs35,good,53050.0,6 cylinders,gas,clean,automatic,rwd,sedan,white,ca
6976,16599,2011,bmw,750i,excellent,80700.0,8 cylinders,gas,clean,automatic,rwd,sedan,white,ca
216,18700,2012,gmc,4wdz,like new,90000.0,8 cylinders,gas,clean,automatic,4wd,pickup,grey,al
17841,6495,2010,buick,luce,excellent,123283.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,il
11082,10950,2009,honda,pilo,good,139100.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,dc
5525,9911,2011,mini,coop,excellent,100445.0,4 cylinders,gas,clean,automatic,fwd,coupe,white,ca
34638,8500,1997,ford,supe,good,98500.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ny
41202,6500,2013,nissan,maxi,good,161282.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,ok
52647,7500,2014,ford,taur,excellent,95545.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,va
10474,12995,2015,chevrolet,equi,like new,60000.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,ct
1219,11500,2015,toyota,coro,excellent,140000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,az
54270,11995,2011,toyota,taco,good,214000.0,6 cylinders,gas,clean,automatic,4wd,truck,brown,wi
12510,6900,2012,nissan,maxi,good,115612.0,6 cylinders,gas,clean,automatic,fwd,sedan,grey,fl
770,14995,2016,fiat,500x,like new,52377.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,ak
19914,9000,2002,chevrolet,silv,good,179000.0,8 cylinders,gas,clean,automatic,4wd,truck,red,ia
49853,16988,2017,ram,prom,good,89068.0,4 cylinders,gas,clean,automatic,fwd,van,white,tx
8543,6400,2013,volkswagen,jett,excellent,107000.0,4 cylinders,gas,clean,automatic,fwd,coupe,white,ca
31398,9450,2011,volvo,s60,good,102740.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,nc
12950,17500,2004,chevrolet,corv,excellent,125000.0,8 cylinders,gas,clean,automatic,rwd,hatchback,blue,fl
14791,10990,2015,nissan,rogu,excellent,106479.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,fl
15949,15995,2017,hyundai,elan,good,43321.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,hi
31961,12999,2011,nissan,arma,excellent,168572.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ne
21349,13990,2018,chevrolet,mali,good,128687.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ks
24963,9500,1999,cadillac,esca,good,141000.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,ma
8178,16999,2010,chevrolet,taho,excellent,133138.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,ca
51714,6495,2014,chevrolet,spar,excellent,78353.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,va
51604,18900,2006,chevrolet,silv,excellent,183000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,va
3813,16750,2014,bmw,428i,excellent,40500.0,4 cylinders,gas,clean,automatic,rwd,coupe,grey,ca
49834,13000,2000,jeep,wran,like new,136000.0,6 cylinders,gas,clean,automatic,4wd,offroad,black,tx
23090,8995,2014,ford,esca,excellent,136944.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,me
5879,17995,2005,nissan,tita,excellent,126743.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ca
866,9495,2012,chevrolet,volt,excellent,92587.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,red,ak
2676,5800,2015,nissan,alti,like new,84000.0,4 cylinders,gas,salvage,automatic,fwd,sedan,blue,ca
52523,7490,2010,lexus,hs25,excellent,133015.0,4 cylinders,hybrid,clean,automatic,fwd,sedan,grey,va
38783,21800,2015,ram,1500,excellent,80661.0,6 cylinders,gas,clean,automatic,4wd,truck,blue,oh
2762,11890,2017,toyota,coro,excellent,99329.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ca
20401,14999,2016,chevrolet,equi,like new,67512.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,ia
46756,14133,2015,mitsubishi,outl,excellent,48039.0,4 cylinders,gas,clean,automatic,fwd,SUV,red,tn
24808,8500,2011,audi,a420,excellent,142113.0,4 cylinders,gas,clean,automatic,4wd,sedan,grey,ma
41201,9700,2008,toyota,4run,good,217231.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ok
10241,9995,2012,ford,must,excellent,117573.0,6 cylinders,gas,clean,automatic,rwd,convertible,blue,co
1448,13750,2016,chrysler,town,excellent,91864.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,az
45857,8500,2010,nissan,maxi,excellent,162000.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,sc
33923,10995,2012,ford,econ,good,173412.0,8 cylinders,gas,clean,automatic,rwd,van,white,nm
17298,10695,2014,toyota,coro,excellent,101596.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,il
50308,7500,2005,ford,f250,good,359536.0,8 cylinders,diesel,clean,automatic,4wd,truck,black,tx
7785,19999,2006,ram,2500,excellent,161147.0,6 cylinders,diesel,clean,automatic,4wd,pickup,white,ca
19828,14000,2017,ford,focu,like new,17700.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ia
42064,8000,2008,audi,ttpr,excellent,90000.0,4 cylinders,gas,rebuilt,automatic,fwd,convertible,silver,or
17914,9650,2015,hyundai,sona,excellent,94447.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,il
7652,21590,2013,lexus,es35,good,37716.0,6 cylinders,gas,clean,other,fwd,sedan,red,ca
38939,11433,2016,mazda,cx3,excellent,102044.0,4 cylinders,gas,clean,automatic,fwd,wagon,brown,oh
18834,10900,2011,ford,f250,excellent,235861.0,8 cylinders,gas,clean,automatic,4wd,truck,red,in
1484,19800,2011,ford,f150,like new,100763.0,8 cylinders,gas,clean,automatic,rwd,truck,white,az
36638,22000,2015,ram,1500,like new,95000.0,6 cylinders,gas,clean,automatic,4wd,truck,black,ny
14366,14995,2012,toyota,camr,excellent,31906.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,fl
16290,6995,2006,jeep,gran,excellent,137795.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,id
46038,15995,2017,honda,acco,excellent,14409.0,4 cylinders,gas,salvage,automatic,fwd,coupe,white,sc
906,17997,2008,chevrolet,silv,excellent,150564.0,8 cylinders,gas,clean,automatic,4wd,pickup,grey,az
40217,10995,2012,buick,lacr,excellent,97269.0,6 cylinders,gas,clean,automatic,4wd,sedan,silver,oh
50049,20980,2013,infiniti,qx56,excellent,132559.0,8 cylinders,gas,clean,automatic,rwd,SUV,black,tx
32388,8900,2000,chevrolet,silv,good,29000.0,6 cylinders,gas,clean,automatic,4wd,truck,red,nj
15118,7995,2008,honda,acco,good,114319.0,6 cylinders,gas,clean,automatic,fwd,sedan,green,fl
53001,11999,2009,acura,tsxb,good,73333.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,wa
25154,9999,2018,kia,fort,good,39808.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,black,mi
14513,13250,2004,chevrolet,silv,excellent,192000.0,8 cylinders,gas,clean,automatic,4wd,pickup,blue,fl
30057,9950,2001,ford,f350,excellent,232299.0,8 cylinders,diesel,clean,automatic,4wd,truck,blue,nc
42612,13299,2016,chrysler,200,excellent,85943.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,or
34035,15995,2007,ram,1500,good,102979.0,8 cylinders,gas,clean,automatic,4wd,truck,silver,nm
35419,22900,2006,mercedes-benz,benz,excellent,92000.0,8 cylinders,gas,clean,automatic,rwd,convertible,grey,ny
3220,6800,2015,nissan,leaf,good,39500.0,other,electric,clean,other,fwd,hatchback,white,ca
44210,7995,2009,bmw,5ser,good,92316.0,6 cylinders,gas,clean,automatic,4wd,sedan,grey,pa
42819,22950,2020,chevrolet,equi,good,34426.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,or
343,7200,2010,honda,acco,good,178000.0,6 cylinders,gas,clean,automatic,fwd,sedan,red,al
17616,16985,2011,nissan,mura,good,98238.0,6 cylinders,gas,clean,automatic,4wd,convertible,white,il
19597,9850,2004,chevrolet,mont,good,106749.0,6 cylinders,gas,rebuilt,automatic,fwd,coupe,black,ia
27811,14000,2005,chevrolet,silv,excellent,320000.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,mn
4918,13700,2012,dodge,dura,excellent,110900.0,8 cylinders,gas,clean,automatic,rwd,SUV,brown,ca
30214,15997,2011,ford,f150,excellent,105889.0,8 cylinders,gas,rebuilt,automatic,4wd,truck,black,nc
23839,7500,2008,bmw,x530,excellent,170000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ma
2515,8997,2010,ford,must,excellent,175814.0,6 cylinders,gas,clean,automatic,rwd,coupe,red,ca
6779,10500,2017,nissan,vers,excellent,29616.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
47006,10999,2016,ford,fusi,excellent,116472.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,tn
39568,5999,2010,dodge,jour,good,130000.0,6 cylinders,gas,clean,automatic,fwd,SUV,brown,oh
35621,15800,2011,lexus,rx35,excellent,82000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ny
31799,8850,2008,dodge,dako,good,184000.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ne
34608,10995,2005,mercedes-benz,scla,excellent,82008.0,8 cylinders,gas,clean,automatic,4wd,sedan,grey,ny
4031,10495,2013,toyota,priu,excellent,111960.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,grey,ca
33259,20599,2015,mazda,cx9,excellent,29950.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,nj
8040,11500,2014,ford,fusi,like new,65000.0,4 cylinders,gas,clean,automatic,rwd,sedan,red,ca
51050,6596,2012,nissan,sent,good,88762.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,blue,vt
51966,6997,2006,pontiac,sols,excellent,131239.0,4 cylinders,gas,clean,manual,rwd,convertible,black,va
5140,14900,1999,lexus,lx47,good,258000.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ca
41076,5999,2009,dodge,gran,good,117524.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,ok
44651,7500,2001,bmw,325i,excellent,83000.0,6 cylinders,gas,clean,automatic,rwd,convertible,white,pa
26894,6000,1993,buick,road,good,173000.0,8 cylinders,gas,clean,automatic,rwd,wagon,blue,mi
45414,14995,2013,honda,ridg,like new,144000.0,6 cylinders,gas,clean,automatic,4wd,pickup,black,ri
20550,13950,2010,chevrolet,silv,good,243550.0,8 cylinders,gas,clean,automatic,4wd,pickup,red,ia
23585,12500,2011,ford,e250,excellent,110123.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ma
37463,9500,2002,ford,f250,good,250000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ny
49582,5900,2004,toyota,sequ,excellent,201720.0,8 cylinders,gas,clean,automatic,rwd,SUV,silver,tx
20865,8200,2011,nissan,maxi,good,151000.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,ks
19939,9950,2014,nissan,roqu,good,68000.0,4 cylinders,gas,rebuilt,automatic,fwd,SUV,black,ia
23180,15500,2016,mazda,3,excellent,26397.0,4 cylinders,gas,clean,automatic,fwd,hatchback,red,md
31015,17278,2018,nissan,alti,excellent,64977.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,nc
12263,6500,2003,ford,f150,good,215292.0,8 cylinders,gas,clean,automatic,rwd,pickup,black,fl
31461,21499,2019,toyota,taco,excellent,71741.0,4 cylinders,gas,clean,automatic,rwd,pickup,white,nc
6268,16995,2014,dodge,char,good,112744.0,8 cylinders,gas,clean,automatic,rwd,sedan,silver,ca
12542,18800,2007,chevrolet,silv,like new,1.0,8 cylinders,diesel,clean,automatic,rwd,truck,red,fl
18536,5995,2006,cadillac,dtsl,excellent,98000.0,8 cylinders,gas,clean,automatic,rwd,sedan,silver,in
39077,9550,2012,ford,fusi,excellent,65000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,oh
29512,9500,1998,chevrolet,silv,good,115568.0,8 cylinders,gas,clean,automatic,4wd,pickup,brown,mt
36433,8495,2014,ford,tran,good,174571.0,4 cylinders,gas,clean,automatic,rwd,van,grey,ny
34284,17000,1994,chevrolet,ck35,good,275000.0,8 cylinders,gas,clean,automatic,fwd,pickup,red,nm
6809,8495,2015,hyundai,sona,good,124000.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,ca
42497,10990,2007,acura,mdxa,excellent,137180.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,or
1985,13995,2018,ford,focu,excellent,38000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,az
18843,9000,2013,hyundai,gene,good,91000.0,6 cylinders,gas,rebuilt,automatic,rwd,sedan,black,in
3994,8450,2011,subaru,fore,good,130000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ca
1864,9995,2013,hyundai,elan,excellent,86000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,az
5070,7900,2017,mitsubishi,mira,excellent,63874.0,3 cylinders,gas,clean,automatic,fwd,hatchback,black,ca
10192,16995,2014,ram,1500,good,142845.0,6 cylinders,gas,clean,automatic,4wd,truck,white,co
46789,12500,2001,ram,2500,excellent,325000.0,6 cylinders,diesel,clean,automatic,4wd,pickup,silver,tn
44897,7000,2012,buick,encl,good,141000.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,pa
41462,19990,2019,subaru,impr,good,22521.0,4 cylinders,gas,clean,automatic,4wd,sedan,grey,or
47075,18999,2018,nissan,mura,excellent,45923.0,6 cylinders,gas,clean,automatic,fwd,SUV,blue,tn
31609,7900,2011,gmc,terr,excellent,195475.0,6 cylinders,gas,clean,automatic,rwd,SUV,brown,nc
48170,10900,2008,lexus,ls46,excellent,114451.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,tx
36650,7000,2014,ford,focu,excellent,71000.0,4 cylinders,gas,clean,automatic,rwd,hatchback,black,ny
39053,16500,2016,gmc,terr,excellent,110770.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,oh
725,17995,2014,toyota,camr,excellent,35563.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,ak
25636,5995,2010,jeep,patr,like new,77801.0,4 cylinders,gas,clean,manual,4wd,SUV,blue,mi
31263,14000,2016,honda,hrvl,excellent,57450.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,nc
7646,6950,2014,cadillac,atsl,salvage,149000.0,4 cylinders,gas,salvage,automatic,rwd,sedan,white,ca
39190,7700,2000,ford,rang,good,1234.0,other,gas,clean,other,rwd,truck,white,oh
42714,8900,2009,volkswagen,gti,excellent,106029.0,4 cylinders,gas,clean,manual,fwd,coupe,red,or
6939,9999,2012,dodge,char,excellent,126070.0,6 cylinders,gas,clean,automatic,rwd,sedan,white,ca
27816,10995,2015,honda,acco,good,114637.0,4 cylinders,gas,clean,automatic,fwd,coupe,red,mn
8528,5899,2005,jeep,libe,excellent,109000.0,6 cylinders,gas,clean,automatic,4wd,SUV,brown,ca
936,22495,2010,ram,1500,good,89000.0,8 cylinders,gas,clean,automatic,4wd,truck,brown,az
52065,6400,2006,infiniti,qx56,good,220000.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,va
38229,16995,2014,ford,flex,like new,84787.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,nd
4077,6500,2005,chevrolet,trai,good,159000.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,ca
33033,6700,2006,rover,hse,like new,165000.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,nj
7251,15000,2012,ford,f250,excellent,266312.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ca
46729,13990,2011,bmw,x5,good,86430.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,tn
6484,18000,2019,honda,civi,new,1900.0,4 cylinders,gas,salvage,automatic,fwd,sedan,silver,ca
29096,17988,2012,chevrolet,silv,excellent,83215.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,mo
45181,7900,2011,ford,esca,excellent,101000.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,ri
52846,14430,2002,toyota,land,excellent,173502.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,va
12613,15950,2018,chevrolet,cruz,good,44232.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,fl
41431,7995,2011,hyundai,sant,good,129974.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,or
32564,15590,2010,honda,acco,good,57754.0,6 cylinders,hybrid,clean,other,fwd,coupe,black,nj
6065,6950,2004,ford,expe,excellent,174000.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,ca
12753,9990,2011,chevrolet,subu,excellent,199000.0,8 cylinders,gas,clean,automatic,rwd,SUV,silver,fl
23686,12497,2008,honda,ridg,excellent,139883.0,6 cylinders,gas,clean,automatic,4wd,pickup,black,ma
15259,6900,2007,honda,acco,good,176841.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ga
12725,7790,2012,ford,tran,good,168178.0,4 cylinders,gas,clean,automatic,fwd,van,white,fl
54684,12995,2017,dodge,gran,good,115053.0,6 cylinders,gas,clean,automatic,fwd,van,grey,wi
29762,9000,2005,ford,must,excellent,61000.0,6 cylinders,gas,clean,automatic,rwd,coupe,yellow,mt
12862,16900,2008,ford,f350,excellent,147948.0,8 cylinders,diesel,clean,automatic,rwd,truck,white,fl
34869,13990,2014,subaru,xvcr,excellent,79576.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ny
32884,10000,2004,gmc,sier,excellent,109645.0,8 cylinders,gas,clean,automatic,rwd,pickup,grey,nj
26198,5900,2007,honda,acco,good,169105.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,mi
1696,14999,2005,ram,1500,good,104748.0,8 cylinders,gas,clean,automatic,rwd,truck,custom,az
31925,19400,2020,chevrolet,equi,excellent,17367.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,ne
11168,8799,2010,bmw,3ser,good,143465.0,6 cylinders,gas,clean,automatic,rwd,convertible,black,dc
23783,8950,2013,chevrolet,soni,excellent,47171.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ma
49108,11995,2009,ford,f150,excellent,197226.0,8 cylinders,gas,clean,automatic,rwd,pickup,black,tx
18954,13990,2011,honda,acco,good,92258.0,6 cylinders,gas,clean,other,fwd,sedan,silver,in
49205,7900,2015,hyundai,sona,excellent,69000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,brown,tx
11097,8999,2008,acura,mdxs,excellent,160032.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,dc
28709,10800,2012,ford,carg,good,132000.0,8 cylinders,gas,clean,automatic,fwd,van,grey,mo
20241,18999,2016,honda,pilo,excellent,105584.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ia
